text,label,split
"There seems to be an overwhelming response to this movie yet no one with the insight to critique its methodology, which is extremely flawed. It simply continues to propogate journalistic style analysis, which is that it plays off of the audiences lack of knowledge and prejudice in order to evoke an emotional decry and outburst of negative diatribe. Journalism 101: tell the viewer some fact only in order to predispose them into drawing conclusions which are predictable. for instance, the idea of civil war, chaos, looting, etc were all supposedly unexpected responses to the collapse of governmental infrastructure following Hussein's demise: were these not all symptomatic of an already destitute culture? doctrinal infighting as symptomatic of these veins of Islam itself, rather than a failure in police force to restrain and secure? would they rather the US have declared marshall law? i'm sure the papers here would've exploded with accusations of a police state and fascist force. aside from the analytical idiocy of the film, it takes a few sideliners and leaves the rest out claiming ""so-and-so refused to be interviewed..."" yet the questions they would've asked are no doubt already answered by the hundred inquisitions those individuals have already received. would you, as vice president, deign to be interviewed by a first time writer/producer which was most certainly already amped to twist your words. they couldn't roll tape of Condi to actually show her opinion and answer some of the logistics of the questions, perhaps they never watched her hearing. this is far from a neutral glimpse of the situation on the ground there. this is another biased, asinine approach by journalists - which are, by and large, unthinking herds. anyone wanting to comment on war ought at least have based their ideas on things a little more reliable than NBC coverage and CNN commentary. these interpretations smack of the same vitriol which simply creates a further bipartisanism of those who want to think and those who want to be told by the media what to think.",0,train
"I voted 3 for this movie because it looks great as does all of Greenaways output. However it was his usual mix of ""art"" sex and pretentious crap.I know lots of people like this film but I grew tired of it VERY quickly. It is definitely not for everyone. The ubiquitous McGregor obviously took the part for crediblity's sake I guess but he really should not have wasted his time. I hate to consign anyone to pseud's corner but please.....!!! On the plus side it IS visually very attractive and I enjoyed the music but could not see it through to the end and I cannot say that for many movies. I usually watch the whole thing but this is unbearable!!",0,train
"Deliverance is John Boorman's 1972 horror/thriller movie about a group of four Atlanta businessmen (Burt Reynolds, Jon Voight, Ned Beatty and Ronnie Cox), that undertake a canoe trip down the Cahulawassee River before the river is dammed. Along the way, a raft (no pun intended) of unpleasant things happen to the men. Despite the nasty happenings in this picture, Boorman captures the natural beauty of the river nicely. The location was really chosen well. Indeed, this would still be a very nice film to watch, had the canoe trip gone smoothly. The lush forests and gentle landscape only make the horror more horrible. Not only is the location scenic, but also beautifully shot thanks to cinematographer Vilmos Zsigmond. It has been said that Burt Reynolds' performance as the outdoorsman, Lewis, is the star acting role in this film. I reckon however, that Jon Voight steals the show with his role as the suburban family man, Ed, who is rapidly forced to change his demeanour in order to survive. In fact, the scene in which climbs the cliff was not a stuntman. It was Voight himself. To cut costs the filming wasn't insured and the actors did their own stunts. The soundtrack is particularly noteworthy. Eric Weissberg's and Steve Mendel's performance on guitar and banjo as part of the Duelling Banjos sequence remains one of the most awesome pieces of soundtrack in the history of cinema for the sheer intensity of its performance. At a couple of other points in the movie, we are treated to more, softer, banjo music which provides a very pleasant accompaniment to the trip down the river For all the good points of this film, I did find it a little lacking in purpose. It doesn't build suspense very well and it isn't really as gruesome as we have been led to believe. The plot itself is somewhat poor and it doesn't really go anywhere. Nevertheless, this movie has enough good points to get my recommendation. I did like it but for fans of gore, there isn't really much of it. None really, in fact. It isn't so much a horror film as an adventure film that turns a little bit sour. Think of it like Rambo: First Blood meets Three Men In A Boat. Look out for a very young Charley Boorman as Ed's son. I did like this movie, the soundtrack, cinematography and acting earns it a well deserved 7 out of 10.",1,train
"Let me first state that while I have viewed every episode of StarTrek at least twice, I do not consider myself a Trekker or Trekkie. Those are people who live in their parents basement and attend conventions wearing costumes with pointed rubber ears. I gave this movie a seven casting aside the fiction historical errors. The acting was better than average, but the plot held no surprises. They tried very hard to reverse engineer the technology but still the special effects were just to great a temptation. Now as to the historical errors, if you call them that, the first Capitan to pilot the Enterprise was Commander April, then Capt. Pike, Jim Kirk, etc.. According to a statement made by both Riker and Kirk we dicovered the Klingons and educated them and gave them the technology (that's the reason a prime directive was created) but like I said these are no reason to discredit this fine series. I hope the plots will get deeper, and then special effects can take a backseat.",1,train
"Nothing to spoil here at all but this could be a SPOILER so beware. Special effects were on the level of a video game -- about five years ago, or perhaps of the original Star Trek. The acting was just pathetic -- some cheesy looking blonde treking across the desert while a voice in the background droned on. And on. And on. This was the trek and drone half that I actually made it through. Progress is interrupted by a few fights. Ships blow each other up for no real reason that is apparent episodically. Again, it's not that there is a real fight that you would expect from a movie, more like a cheap video game. Boi-ing! Boi-ing! Ship explodes. Next ship. Apparently some of the ships are looking for the blonde. Here in the far future, ships must be nearsighted and astigmatic because many of them pass directly overhead of the stylishly dressed futuristic babe in black but never see her. Then there are a couple of choreographed fights that look like something put on by high school kids. Again, the crude video game mentality is prominent. The combatants shift to ""Fight Mode"" by flipping something on their wrists, and a loud computerized voice echoes and flashes ""Fight Mode"". That must be a dandy design if you are trying to sneak up on somebody. Then you go to a big power station which looks just like a current day power line tower and plug in to charge back up. LOL, I'm not kidding, you can't make this stuff up, it's like watching a freaking video game from about 2000 only the acting is better in the game. More trekking. Then she shows up at ""The City"". (Lame sound trek gets even lamer here.) She gets into a fight with a mech robot of the future who cannot hit her with his big gun, even though she runs right in front of him, about five feet in front of him. Obviously robots of the far future are about as useful as toaster ovens in a fight. She throws sand in its eyes and beats it to death by throwing rocks at it. rofl, I was at about 95% of tolerance by that point, my nausea circuits flashing red. In the next scene she ends up strapped to a rocket with some rope. I kid you not, tied right to the outside of a rocket. This is supposed to be an advanced form of transportation. At that point I bailed. This movie is an utter disgrace for a movie made at the present time. Just a freaking disgrace. There was a drippy story but the movie distracted from it -- somebody droning on about ""mother"" constantly. I gave it a two because there were a few scenes which displayed some pretty nice artwork of a science fiction nature as background. Unfortunately the plot, acting, action, cinematography, and narrative distracted from this artwork and degraded it. No kidding.",0,test
"My life is about saving animals. I do volunteer work with a cat rescue organization. I am a vegetarian because I couldn't kill an animal even to sustain my life. I can't even kill a spider, I put it outdoors. The scene where the children throw rocks at the bird until it dies, with Sooner participating in an attempt to be accepted by the other children, made me sick and has haunted me ever since. It simply convinces me that human beings are pathetic in their need for acceptance. The ending - the foster parents adopt Sooner - does not redeem the depiction of animal cruelty. Why would anyone want their child to see this film?",0,train
"I can't get over the quality of the score, the book, and the performances. This is the first production I've ever seen of Sweeney Todd so I have no others to compare it to. But the impact is so strong, I just can't imagine anything better. First, there's the music -- take ""Johanna"" (Act II), during which Sweeney, Anthony and Johanna sing an interwoven vocal line incorporating the melodies from three songs. It's like a Bach chorale in that sense -- just a masterpiece of composition. And the underlying chord structure and voicings are so perfect -- a little bit of melancholy, a little bit of contentment, a little bit of yearning, all expressing these three singers' points of view. Then -- the lyrics. The rhymes are so clever. The rhyme schemes sometimes seem random but they always add up at the end. (The DVD, which I watched, has Closed Captions, and these are indispensable for appreciating the dialog and the lyrics.) Sondheim deserves a literary award for his poetry alone. Finally, the performances. I can't imagine anyone better than George Hearn. Why haven't I heard of him before? His singing, alone, is masterful, but the range of his acting is simply amazing. Angela Lansbury totally surprised me. The song about ""you and me down by the seaside"" -- who could do it any better? Her timing is flawless, pitch is perfect, every beat of the score is accounted for; and overlaying this achievement in musicianship is her utterly delightful comic delivery. It's a dark tale but I found it to be sweet at times; and the tune to ""Johanna"" continues to play in my head.",1,test
"A badly-acted two-character comedy-drama abruptly transmogrifies into a weren't-we-awful-to-the-Indians polemic, with lousy special effects, exploitative use of nudity, and ugly violence. It's as sincere as a politician's handshake, as obvious as a car salesman's pitch, one of the worst movies in the history of the universe. Absolute and utter dreck.",0,train
"""Gargle with old razor blades. Can I help it if I'm not cousin Basil? I think the piano's out of tune. Ginger Grey. This is your little snookums."" Laughs throughout the entire 20 minute short as the boys spoof gold diggers and opera singers. They even manage to show us how to properly demonstrate to some attractive ladies how to handle both a rifle and a bear trap. Wonder how many times they rehearsed the scene with the phone booth. Adding Christine McIntyre and Emil Sitka, 2 frequent collaborators, to the mix makes it even better. Only Vernon Dent is missing. The Stooges did some great individual scenes, but this was their best overall.",1,test
"Douglas Sirk directs this over-acted drama about the unhappy affluent. Kyle Hadley(Robert Stack)and Mitch Wayne(Rock Hudson) are boyhood friends with different looks on life. Kyle is the womanizing son of an oil tycoon; Mitch works for the Hadley Oil Company. Both fall in love with the same woman, Lucy Moore; but it is Kyle that has the means to wow her off her feet and marry her. Sister Marylee(Dorothy Malone)seems to be the town's nymphomaniac and carrying a torch for Mitch, who always seems to be the one to clean up the Hadley's messes. Ambitious with pretension; a little over the top, but the stars make it a movie to see. I was most impressed with Malone. Rounding out the cast: Robert Keith, Edward Platt, John Lurch and Robert J. Wilke.",1,train
"When a movie like ""The Dukes of Hazzard"" brings in over $75 million it makes some incredibly sad statements about the condition of our own society. Either we are collectively too stupid to stay away from trash like this or maybe I'm just not realizing how many people this kind of no-effort trash will appeal to. Hollywood has had no incentive to make good movies since if it puts out trash then people will see it anyways since there is nothing else on screen. This is that. I walked out despite getting a free movie pass. The dialogue could not be dumber. The stunts could not be more over-the-top and outrageous. Perhaps this ""bigger that big"" image appeals to Texans but it didn't appeal to me nor anyone else in the theater. None of the ""big names"" were in this career-ending flick, except for Burt Reynolds, which says all you need to hear. Jessica Simpson -- don't make me laugh. I wouldn't even recommend this film for video, even if you were desperate. This was all about fooling the public to make enough money after opening day to equal or do better than it cost through marketing. They did despite the public being forewarned. Stupidity abound.",0,train
"This is the kind of movie that you rent when you are incredibly tired, or impaired in some other way... The acting in this movie is so bad it seems intentional, and to let you know how bad the special effects are, there is one scene when the puppets are coming alive where you can see most of a hand holding the puppet, moving it about. The movie looked as if it was filmed with a camcorder. When I saw this movie for the first time, a fistfight nearly erupted when my friends and I were calling each other names from this flick, that's how terrible it was. If you enjoy getting mad at movies, I recommend this to you, otherwise, flee as though your very life depended on it.",1,test
"I found this movie quite by accident, but am happy that I did. Kenneth Branagh's performance came close to stealing this movie from Helena Bonham Carter, but their strong chemistry together made for a much more enjoyable movie. This movie brought to mind the excellent movies that Branagh made with Emma Thompson. Carter's star turn here as a disabled young women seeking to complete herself was as good a performance as I have seen from a female lead in a long time. Portraying a disabled person is hard to pull off, but with basically only her eyes to show her pain about her situation in life, she made it so believable. If this movie had come out after the current wave of movies with beautiful women ""uglying"" themselves up for roles (Charlize Theron, Halle Berry), I fell sure Carter would have had strong consideration for an Oscar. If you run across this movie on cable late at night as I did, trust me, it is worth the lost sleep.",1,train
"The van trotta movie rosenstrasse is the best movie i have seen in years. i am actually not really interested in films with historical background but with this she won my interest for that time!! the only annoying thing about the movie have been the scenes in new york, and the impression i had of ""trying to be as American as possible"" ... which i think has absolutely failed. the scenes in the back really got to my heart. the German actress katja riemann completely deserved her award. she is one of the most impressing actress i have ever seen. in future i will watch more of her movies. great luck for me that i am a native German speaking =) and only for a year in the us, so as soon as i am back i'll buy some riemann dvds. so to all out there who have not seen this movie yet: WATCH IT!!! i think it would be too long to describe what it is all about yet, especially all the flash backs and switches of times are hard to explain, but simply watcxh it, you will be zesty!!!!!!!",1,train
"Where was his critique of democratic administrations as well as republican ones? After all he did serve for 17+ years in a body of government where his influence was unwaivering. Oh I forgot about the 8 years he was the 2nd in command of the most Powerful nation on Earth. The film is happy to show shots of a young Senator Gore asking why a NASA scientist was forced to change a conclusion in his scientific paper, but fails to ask about the complicity of Clinton/Gore in global warming. Probably too close to an election year, or maybe it would hurt the chances for Hillary in '08. Either way he's a political coward and party man to the bitter end. He offers no criticism of consumerism, no criticism of capitalism, no way to is the history of the industrial development which has led us to this point in time In the end this film was much more about Mr. Gore himself than about any real problems our environment faces. Mr. Gore if you really wanted to make a campaign film - shorten it & call it what it really is.",0,train
"I am not sure why I like Dolph Lundgren. I guess seeing him on screen makes me feel that anyone who works hard can succeed regardless of talent. That is a good feeling for all of us who lack talent. Some of the other reviews point out how dumb Detention is, but many neglect to point out the positives. Any movie where at least one annoying teenager gets killed can't be all bad. Why do so many movies that have a cast of teens always need to include the stereotypical teens? Aren't there any other kind of teens? Does every group of teens have one angry black guy? One genius nerd that nobody likes? One slutty girl who is very friendly and (in this movie) pregnant? One disturbed anti-social white kid from a broken home who everyone agrees is talented (but what is the talent?). And one laid-back black kid who is in tune with the Universe and so cool that all the other neurotic kids trust him. Then add a couple of generic expendable teens of any color. They don't say much but get shot at some point. Detention would have been better if the bad guys had gotten to blow up the school. Preferably with the writers inside. The dialogue is bad, and the plot is worse. When the bad guys (and girl) finally hijack a van full of drugs, then they sit inside the van making out. They drive the van to the school because they want to re-paint the van at the school's paint shop, but they never get around to re-painting the van. By the way, it would have been easier to just put all the drugs in another car or two cars or another van or a truck and drive away without repainting the Police Van. They also never move the drugs or sell them or do anything else with the big score. For some reason, they decide they have to kill the kids and the teacher (Dolph Lundgren) even though when the villains take over the school nobody is remotely aware of it because it is after school hours. The handful of people still in the school have nothing to do with painting vehicles, so why go after them? Anyhow, the best part of this movie is that the villains are all armed with numerous machine guns, and they keep finding the teens (including a guy in a wheel chair) and they keep shooting hundreds of bullets at the teens and usually miss. Towards the end of the movie there is some bloodshed. For every time someone gets shot, there must be at least three hundred bullets fired that miss. The stunts are pretty bad. I read one of the reviews that says that this movie had a budget of $10 Million, and I am amazed. When I saw the movie I figured maybe Lundgren had done it as some kind of charity work for some film school where he is the teacher. Like maybe this movie was their end of the year exam. It was a test to watch it, but I passed.",0,train
"Wow! I remember so many awful films that loosely revolved around high school from the early 1980s. They usually had someincredibly strained plot and lots of 27 year old actors pretending to be students. As I watched this film I felt a little of the nostalgia of growing up in the 1980s. However, then I find out that this film was made in 1989? Say what! Well, the nostalgia factor ends right there, this is just bad. The plot has the city preparing to close a high school and threatening to bus all of the students to inner city high schools. Which is odd, in that the students at this school are both wealthy and abundant. In fact, the main character lives in a mansion. Makes you wonder how they cannot find money to keep this school alive, have they never heard of property taxes. Oh, but here is the kicker. The school board says that they will keep the school alive, if the students can raise $200,000. So the seniors go about doing this. Hmmm, you raise $200,000 but instead of saving that for college, you put it towards saving the high school that you are a Senior in? And why exactly would they close an overpopulated school before the year is out? And...ahh forget it, this film was stupid and made in 1989!?",0,train
"This is how i felt while watching this film. I loved it. It was hilarious. But i did feel a like i was getting sneaky view into somebody's psyche and then laughing as it got twisted around to make an interesting point. A friend put it this way: ""I feel like we broke into somebody's house and are now watching their awful home videos without their knowledge"". Another one of those fact is stranger than fiction pieces of film. ""Groovin' Gary"", the original ""Beaver Kid"", is a small town guy who turns up at a nearby TV station in the hope of getting on film - and he certainly does, though not, perhaps, as he initially expected. With high hopes of fame and significance he invites Harris to come and film a truly awful talent quest that he has organised in his home town - headlined by his own drag act ""Olivia Newton-Don"". Director, Trent Harris, does a brilliant job with this slowly evolving story. Some footage of an awkward kid who wants to be someone morphs, over two subsequent reinterpretations, into the story of freedom from repressed sexual identity in small town America. Harris simultaneously critiques the attitudes of small town America, the cult of celebrity, and the exploitative practices of the film and television industry. Both Sean Penn and Grispin Glover pull out stunner performances. a young Sean Penn is the most evocative - so closely does he follow the actual 'Gary footage', but with strong nuances given to push the sense of the interaction the way Harris wants it to go. In the end the wide-eyed naivety the original Gary is what moved me - when contrasted against these possible interpretations of his situation. A film not to miss. I have not seen anything else like it. Jacob.",1,train
"Snuggle down in your favourite chair and switch on the play-station, as you toss this into the waste disposal unit. Spend a useful 90 min. living your favourite game. Disjointed - poorly filmed - non directed junk. It takes a bits from several other ""science fiction"" movies and badly attempts to join the parts into a pathetically weak story. There's nothing new here, the filmmakers do not seem to realise that providing simple entertainment would achieve a monetary game, but a touch of skill ingenuity and flair is required to turn it into a good film. Any money spent watching this is a waste, and personally i would like my 90 min of life back.",0,train
"Despite the gravity of the subject and probably the good intentions of the filmmakers to make a film addressing white supremacy, the inconsistencies of its main character, Bronson Green, aspiring New York actor easily turned L.A. phony, makes it hard to take the story seriously. Green, who is constantly rejected by Los Angeles casting agents for being obsolete (i.e. too New York when the 80s is looking for big, blonde, and dumb), he finds success comes easily when he's willing to succumb to falsifying his image. Unfortunately, the new hair dye and pacified ""surfer"" attitude lands him an acting opportunity with the Jericho Church, which subscribes white supremacist teaching of the Aryan nation. Green is willing to easily forget his past, and particularly turning his back on his young black friend of ten years, in order to be the Church's new spokesman. This makes no sense, seeing as how principled our character initially is. It is this sudden, and loose change in character, coupled with an abrupt reversion back to the hardened, DeNiro-obsessed (as his Taxi Driver character) form who is able to battle the villains. A noble attempt on the filmmakers, but one that ultimately reveals itself as anything but serious. The other characters, too, are quite annoying and what we are forced to recognize in them comes too easily -- the psychotic paranoia of the Church leader, the self-interested actress girlfriend (the first girlfriend Bronson has when he's in L.A.), and the new blonde girlfriend who's character lacks so much development, she is, for the most part, just a walking, talking void. We are just supposed to see them in fleeting moments in which something random forces us to draw assumptions about the characters. But there is really little development of any of them. The other problem with this film is the ungodly amount of time the characters are involved in very little important action. Much of the beginning concerns introducing the characters, obviously, and later we see Bronson's difficulties with breaking into the L.A. acting scene and the frustrations which stem from constant rejection. But after he does willingly change his looks and personality in order to become accepted, there is at least a good twenty minutes to thirty minutes of wasted film in which very little of anything happens. For films that seek to draw attention to the irrational fears behind racism, this was not one done with enough credibility.",0,train
"This film is totally unbelievable. The only way a girl would perform this act on a dog is if she had serious mental health issues or had a long history of sexual abuse or was under duress. Yet we are asked to believe that an otherwise 'normal' healthy female just got a bit bored and 'made a little mistake' and oops had a sexual encounter with a dog. What's more it never had any detrimental affect on her ever again except when she tells someone. Not she was raped by a dog or the dog did something she couldn't resist - she actively initiated oral sex and completed this activity with a pet dog of her own choice. She wasn't on drugs or anything she just 'felt like it'. The rest of the film seeks to put this action in a light of 'hey it could happen to anyone she's only being honest'. But really for this to be believed we have to believe that this is a woman who is capable of doing absolutely ANYTHING if she 'just feels like it'. Think about it - could she have considered the rights and wrongs of this action before carrying it out? If she had she would have stopped in her tracks. Human beings have instinctive boundaries for reasons. If we are now to start considering bestiality as a 'cute' little aberration, what is next? Child abuse? Yet the 'heroine' is portrayed as a hard done by, nice girl who had one moment of aberration. If she had been forced to carry out this act by an abuser - the story might have made more sense and I would have been able to accept the storyline. But there is no way that anyone carries out the prolonged activity required and referred to even once - if there is not some deep, disturbance that requires a great deal of psychiatric help. This is NO WAY a one off happening in an otherwise perfect life. I know this is just a film, but it is through normalising behaviour such as this via the media that society becomes desensitised and more and more awful realities become possible. I could imagine an abuser showing this to a child to persuade them that it isn't such a big deal and then moving on with their agenda. It could also be used by an abuser to underline to a child not to tell about the abuse - because look how people will react to you if you do. This is not about truth. The director WANTS people to think it's about truth. This is about degradation and how easily people (the viewing public)can be manipulated into accepting the most appalling concepts if wrapped up in the right way. The watching public are being manipulated, degraded and laughed at. This is a film in which the actors and the viewers are being humiliated and made fools of in a very sophisticated way by a clever but extremely disturbed film writer. This film appears to me to be being used as a vehicle for the creator of the film to get off on the excitement of playing with your mind in an abusive manner. I don't know whether it is conscious on their part - but it is the most classic example of Mind F***k that I have ever encountered. I hope that this doesn't offend anyone too much. But if you watched this film - I don't think there is any room left to be offended by anything any more.",0,test
"Synopsis: the sequel to the acclaimed Silence Of The Lambs, Hannibal is a big budget production that totally fails to deliver; not only is it not as clever as its predecessor, it is not even a splatter or suspense or horror movie, just a totally boring time waster. Do not be fooled by the media hype, and particularly the stories about people throwing up in cinema and being mentally scarred for the rest of their lifes because of the brain - eating scene: in the movie it just comes across as laughably bad SFX. Why so many people in this forum are claiming that H is ""not all bad"" and ""worth watching on the big screen"", etc., is beyond me; and it is not ""so bad it's good"" either, it is just plain boring. I normally respect other people's opinion, but in this case I have to say that they clearly can not tell **** from Shine - Ola. Maybe they have fallen prey to the media hype, maybe they have never seen a Ridley Scott movie before and were impressed by his excessive use of back lighting, smoke and the ubiquitous AC fans. H is totally devoid of suspense; instead we get endless scenes of Lecter swanning through an English - speaking Firenze, a totally unconvincing and uninvolving plot with more holes than a fishing net (after seeing H, I actually lay awake half of the night trying to find all the holes in the plot, and when I wrote them down I quickly filled 6 pages in small type before forcing myself to stop). Rather than wasting your time and money on seeing it on the big screen, I would advise you to wait until it comes on TV in a couple of years; and then to go to bed early. 1 / 10. Below are a couple of extra bones I have to pick with Hannibal: - H _is_ the sequel to SOTL, despite what some people in this forum are claiming. And even though SOTL was a very tough act to follow, there are sequels which _are_ en par with their predecessors (SOTL itself was the sequel to Michael Mann's ""Manhunter"", based on Thomas Harris' ""Red Dragon"", and even though the first episode was a very enjoyable film, SOTL was even better; another example would be the Alien series initiated by H's director Ridley Scott -- so much for the theory of diminishing sequels). In any case, being a sequel is no excuse for a film being utter crap. - This movie has a renowned director, it is based on a novel by the same author as SOTL, the cast is strictly A - list, great cinematography, big budget, first - rate script writers, yadda, yadda, yadda, and the end result is simply a fart in the church. So what went wrong? I think a lot of the blame has to go to the film's producer, Dino DeLaurentiis. Here is my interpretation: DDL produced ""Manhunter"", which, despite of all its qualities, was a commercial flop. Disappointed, he gave the rights for the Hannibal Lecter character to Orion -- for free, allowing Jonathan Demme to make SOTL, and the rest is cinema history. DDL then had to wait for ten more years (he is now 81) until Thomas Harris finally came up with the sequel novel. I think at this point DDL had lost all interest in making a good movie and was desperate to finally get his slice of the the cake before he pops his cork. - Another aspect that I find thoroughly annoying about this flick is that it is being given so much undeserved hype in the media; I mean, it is boring, yet one of the highest - grossing productions ever, so there is no need to give it free publicity. And while most reviewers harp on about how Dantesque the scenes in Firenze are and why Jodie Foster did not participate, the simple fact that this movie is an utter, utter, UTTER flop goes unmentioned. But there is more: not only is Hannibal being hyped through the roof, it is also being used as a media agenda setter for a plethora of ""documentaries"" (usually the left - overs from similar productions in the wake of SOTL) about serial killers, cannibalism and profiling. However, not only does H not even pretend to be realistic; Lecter has also ceased to be a serial killer (he now only kills out of necessity, or to help Clarice Starling), profiling is not even mentioned (because we already know HL, so there is no need to create a profile) and there is also no cannibalism: Lecter feeds the drugged - up Paul Krendler his own brain, so that makes it (erm) unaware vivo - auto - cannibalism. Try making a documentary out of that. - Much has been said about the acting: mainly whether Julianne Moore can replace Jodie Foster, and Anthony Hopkins (who plays the lead Hannibal Lecter) is usually given a lot of praise. I think all of these discussions are moot. There are several of my favourite actors in this movie (namely Liotta, Oldman and Moore) but the script simply does not give them anything to work with. Same for Hopkins: there is no development in his character, and he is not being challenged in any way. And by the way, he plays nearly identical characters in all of his movies, only that in H he has to do the odd bit of murder and is getting paid the tidy sum of $ 11 Million to do it.",0,test
"There are some redeeming qualities to this show. One is that the theme tune does have a decent melody. The show does have a nice premise. Also, I am probably in the minority, but I like Wanda. I like the fact she is caring, and is more a mother figure to Timmy. However, despite all this, I do not like this show, it isn't excrement but I do find it very annoying. I wouldn't say that it is the best animated show on Planet Earth. When I use that term for an animated TV show, I think of Peter Pan and the Pirates, I think of Darkwing Duck, I think of Scooby Doo and I think of Talespin. And I hope I am not the only one who really likes the Wild Thornberrys and resent the fact it gets poked fun at. Nor do I think Fairly Odd Parents is the worst animated show on Planet Earth. I accept it's annoying, and in some ways overrated, but it isn't the worst show on Nickolodean. That is Chalk Zone, god that show is unwatchable. But the worst animated show I've ever seen is Shaggy and Scooby Doo:Get a Clue, which is crudely animated, unfunny and frankly a disgrace. One thing I don't like about this show is the animation. The characters, forgive me if I offend, have very weird facial features, and a lot of the backgrounds are dull and lack the colour that make Spongebob Squarepants and Wild Thornberrys so nice to look at. The characters with the exception of Wanda I find very annoying. I can't believe such a talented voice actress like Tara Strong(aka. Charendoff) voiced Timmy. Timmy I don't find very likable as a lead character at all, he is annoying and sometimes patronising, and he is a poor decision maker as well. And his voice gets on my nerves. I actually like Strong but not in this show. Another annoying character is Cosmo, the supposedly funny character. Instead, his jokes are as unfunny as they could become. They are either a) contrived, or b) over familiar. Timmy's parents are awful characters, who don't give a toss about their son, and their personalities wear well thin. The story lines are very unoriginal on the most part, and I keep thinking, where have I seen this before. The episodes after the arrival of the baby I thought were unwatchable. Even worse is the scripts, very unfunny, childish, witless and suffer from a complete lack of energy. All in all, not the worst show ever, but pretty poor for an animation fan, and fairly uncomfortable to sit through. 3/10- there are redeeming qualities, and I completely understand if people like it. Bethany Cox",0,train
"This event defined an era of wrestling entertainment that, I believe, is not equaled today. The colorful characters - in their stereotypical garb - brought a certain charm to the show that has since been raped by society and overexposed. Wrestling had a bit of an innocence back then. A kid could watch it without watching an episode of Jerry Springer. Looking back now (I was 5 at the time), although I loved both Warrior and Hogan, I think I enjoyed Warrior more because of his mystique. Hogan was the branded hero who weilded an impressive public image. The Ultimate Warrior, on the other hand, was a masked man of few words - an out-of-the-limelight hero for a different audience. This rivalry was so exciting as a kid because of this duality in me duking it out for each combatant. I had a place for both of them. Because there was bloodshed too in this long, heavy battle, the stakes were high - at least to me as a kid. On a similar note, because of Hogan's defeat, this made him more human - I remember feeling kind of sorry for him. All of these emotions at play in the juvenile boy's soap opera made Wrestlemania VI such a great time to witness this game.",1,test
"This movie is without a doubt the worst horror movie I've ever seen. And that's saying a lot, considering I've seen such stinkers like Demon of Paradise, Lovers' Lane, and Bloody Murder (which is a close second). However, I love bad horror movies, and as you can tell from my username, this one really sticks out. At times there's nothing more entertaining than a poorly made slasher flick. As for this film, the opening scene in which a woman gets fried in a tanning booth appears to have no bearing on the film whatsoever, especially since the movie fails to tell you that the event happened 2 years prior to the rest of the film. The acting is nonexistent, and most of the camera shot are of women's areas shrink wrapped in spandex. The policeman was the most stone-faced, monotone actor I've ever seen. The best/worst part of this movie, however, has to be the murder weapon. A giant safety pin?! What were they thinking? Who's the killer? A disgruntled ""Huggies"" employee? I'd have to give this movie an overall zero, but darned if I didn't have a blast watching it",0,train
"This version of the Charles Dickens novel features George C Scott as the Scrooge. Fine casting, especially the choice of Scott, who plays the role to the hilt..a fine cast supports him in the very good adaption. A Modern day holiday classic on a scale of one to ten..9",1,train
"BASEketball is an extremely funny movie that delivers acting that generally makes the movie alot funnier,comedy material that is more than crap in your pants funny,and a pretty good plot despite the fact that its the classic slackers v.s the evil rich guy.The one and only thing I didnt like about BASEketball,was that that kid wasnt really needed in the movie,but,if the kid wasnt in the movie,some of the funny scenes wouldnt have existed.If you have read any pro reviews about this movie,exclude them all because basically all the reviewers didnt like this film.BASEketball is a great comedy that gives everyone what they want.8 out of 10.",1,train
"To say this film stinks would be insulting to skunks. As the other commenter says, this movie is insulting to anyone over the mental age of 7 (it is especially, incredibly insulting to gays). It is awful - and not in a ""so bad it's funny"" sort of way either - it's just plain awful. No, I have to say it: IT STINKS! (sorry skunks). From the opening credits to the end titles there is hardly more than 10 seconds of this movie worth opening your eyes for. The ""plot"" is incoherent, the characterization non-existent, the acting is of the over the top mugging ""look at me I'm being funny!"" school and so it goes on. The set pieces are clumsily set up (if at all) and are badly executed, it's just awful on every front - apart from the music maybe, I don't remember thinking the music stinks (apart from the songs). To be fair to the makers, they lay their cards on the table pretty quickly: the opening credits include the title ""Also starring Ertha Kitt as the voice of Betty the meteor"" (since as the meteor in question turns out never never say anything but make an occasional purring noise they may well have lifted Ms. Kitt's contribution from one of her records) and the second line of the movie runs something like: ""...and scientists have discovered new facts about the rings around Uranus."" Uranus - ""Your Anus"" geddit? geddit? huh? huh?? Your Anus? The humour really is that cheap. It says strange things about the ""comedies"" of that period in that it was perfectly permissable for the hero to deliberately shoot people dead in the street but not say ""sh*t"" out loud. I paid fifty pence (about $1.00) for this movie in a sale. I feel ripped off.",0,train
"Seeing as I hate reading long essays hoping to find a point and being disappointed, I will first tell everyone that this movie was terrible. Downright terrible. And not, surprisingly for the reasons mentioned in the first review. I thought I might agree with him, seeing as he gave the movie the rank it deserved, but was sorrowfully rebuked upon reading what he said. I am quite ashamed to be taking the same side as someone who commented that the movie ""definitely lacks good-looking females."" Let me be the first to say, ""Wow! that was definitely some serious in-depth reviewing there. My mind can hardly comprehend the philosophical musings about this movie."" Seriously though, a lack of ""good-looking females"" shouldn't be considered an essential to a movie. If you're desperate enough for ""good-looking females"" you should really watch other types of movies, not necessarily falling into the sci-fi category.",0,train
